,engine_pcd,gas_fuel_flow_x,ngp,npt,t1_temperature,t5_average_temperature,turb_air_inlet_filter_dp
2018-09-20 07:43:34+00:00,188.32,0.33453486582244324,93.82,90.24,26.850000000000023,676.53,62
2018-09-20 07:44:04+00:00,188.28,0.33386015309485906,93.82,90.4,26.850000000000023,676.46,62
2018-09-20 07:44:34+00:00,188.42,0.3347379402404368,93.9,90.23,26.850000000000023,676.62,62
2018-09-20 07:45:04+00:00,188.36,0.33322001449344657,93.88,90.58,26.850000000000023,676.59,62
2018-09-20 07:45:34+00:00,188.36,0.3353222707448693,93.88,90.35,26.850000000000023,676.75,62
2018-09-20 07:46:04+00:00,188.38,0.33426463277154134,93.9,90.28,26.850000000000023,676.75,62
2018-09-20 07:46:34+00:00,188.44,0.33511684258473873,93.94,90.33,26.850000000000023,676.87,62
2018-09-20 07:47:04+00:00,188.46,0.3344319159537558,93.96,90.47,26.850000000000023,676.9,62
2018-09-20 07:47:34+00:00,188.56,0.3349442695818336,94.02,90.46,26.850000000000023,676.94,62
2018-09-20 07:48:04+00:00,188.52,0.333676544758076,94.0,90.46,26.850000000000023,676.95,62
2018-09-20 07:48:34+00:00,188.54,0.3353178556976272,94.02,90.52,26.850000000000023,677.09,62
2018-09-20 07:49:04+00:00,188.62,0.3348005779144476,94.08,90.8,26.850000000000023,677.12,62
2018-09-20 07:49:34+00:00,188.56,0.3353110529947735,94.06,90.33,26.850000000000023,677.2,62
2018-09-20 07:50:04+00:00,188.62,0.3340239322981155,94.1,90.39,26.850000000000023,677.16,62
2018-09-20 07:50:34+00:00,188.6,0.3347661610667539,94.1,90.35,26.850000000000023,677.32,62
2018-09-20 07:51:04+00:00,188.52,0.33601468520684397,94.06,90.43,26.850000000000023,677.46,62
2018-09-20 07:51:34+00:00,188.62,0.3350675113398054,94.12,90.42,26.850000000000023,677.45,62
2018-09-20 07:52:04+00:00,188.68,0.33534240917334923,94.16,90.49,26.850000000000023,677.52,62
2018-09-20 07:52:34+00:00,188.72,0.33610164391380165,94.18,90.36,26.850000000000023,677.62,62
2018-09-20 07:53:04+00:00,188.68,0.3343481883341068,94.18,90.41,26.850000000000023,677.57,62
2018-09-20 07:53:34+00:00,188.72,0.334856837707897,94.2,90.45,26.850000000000023,677.61,62
2018-09-20 07:54:04+00:00,188.78,0.33462646207716595,94.24,90.35,26.850000000000023,677.67,62
2018-09-20 07:54:34+00:00,188.74,0.3356979961963141,94.24,90.49,26.850000000000023,677.85,62
2018-09-20 07:55:04+00:00,188.74,0.3354838531264003,94.24,90.62,26.850000000000023,677.86,62
2018-09-20 07:55:34+00:00,188.78,0.3357244364893434,94.28,90.49,26.850000000000023,677.91,62
2018-09-20 07:56:04+00:00,188.78,0.336802139329786,94.28,90.34,26.850000000000023,678.03,62
2018-09-20 07:56:34+00:00,186.82,0.32968147985939417,92.42,90.22,26.850000000000023,671.58,62
2018-09-20 07:57:04+00:00,186.96,0.3296474708377842,92.48,90.51,26.850000000000023,671.64,62
2018-09-20 07:57:34+00:00,186.92,0.32900509144810614,92.48,90.23,26.850000000000023,671.67,62
2018-09-20 07:58:04+00:00,186.96,0.3291051821805967,92.5,90.42,26.850000000000023,671.71,62
2018-09-20 07:58:34+00:00,186.96,0.32994930320904964,92.52,90.41,26.850000000000023,671.85,62
2018-09-20 07:59:04+00:00,187.0,0.32893664438918807,92.54,90.38,26.850000000000023,671.84,62
2018-09-20 07:59:34+00:00,186.98,0.33021510775224033,92.54,90.45,26.850000000000023,671.91,62
2018-09-20 08:00:04+00:00,187.04,0.32989617657776826,92.58,90.54,26.850000000000023,672.02,62
2018-09-20 08:00:34+00:00,187.0,0.33103154103250754,92.56,90.39,26.850000000000023,672.17,62
2018-09-20 08:01:04+00:00,187.02,0.330007730366055,92.58,90.33,26.850000000000023,672.14,62
2018-09-20 08:01:34+00:00,187.1,0.32952025861957956,92.64,90.45,26.850000000000023,672.17,62
2018-09-20 08:02:04+00:00,187.06,0.3312736360502494,92.62,90.27,26.850000000000023,672.34,62
2018-09-20 08:02:34+00:00,187.16,0.3298299612815449,92.68,90.38,26.850000000000023,672.34,62
2018-09-20 08:03:04+00:00,187.06,0.3299422420675499,92.64,90.44,26.850000000000023,672.39,62
2018-09-20 08:03:34+00:00,187.18,0.3302888823531239,92.7,90.4,26.850000000000023,672.4,62
2018-09-20 08:04:04+00:00,187.16,0.3301173623611083,92.72,90.4,26.850000000000023,672.4,62
2018-09-20 08:04:34+00:00,187.2,0.330134627926555,92.74,90.57,26.850000000000023,672.5,62
2018-09-20 08:05:04+00:00,187.24,0.330260028908761,92.76,90.32,26.850000000000023,672.59,62
2018-09-20 08:05:34+00:00,187.24,0.3304294073833212,92.78,90.42,26.850000000000023,672.71,62
2018-09-20 08:06:04+00:00,187.36,0.33088851106581857,92.84,90.43,26.850000000000023,672.78,62
2018-09-20 08:06:34+00:00,187.14,0.3307366619671569,92.74,90.19,26.850000000000023,672.81,62
2018-09-20 08:07:04+00:00,187.36,0.3305249594120901,92.86,90.41,26.850000000000023,672.84,62
2018-09-20 08:07:34+00:00,187.32,0.33087505909960085,92.84,90.17,26.850000000000023,673.02,62
2018-09-20 08:08:04+00:00,187.38,0.32994826787536474,92.88,90.44,26.850000000000023,672.93,62
2018-09-20 08:08:34+00:00,187.26,0.3305142064734665,92.84,90.27,26.850000000000023,673.07,62
2018-09-20 08:09:04+00:00,187.38,0.32971441957752623,92.9,90.46,26.850000000000023,673.04,62
2018-09-20 08:09:34+00:00,187.46,0.3307441679701584,92.96,90.47,26.850000000000023,673.23,62
2018-09-20 08:10:04+00:00,187.36,0.3318646657195661,92.92,90.47,26.850000000000023,673.27,62
2018-09-20 08:10:34+00:00,187.42,0.3309687701064533,92.94,90.49,26.850000000000023,673.34,62
2018-09-20 08:11:04+00:00,187.54,0.33040771722904655,93.02,90.65,26.850000000000023,673.46,62
